#TYPE Microsoft.UpdateServices.Internal.BaseApi.ComputerTarget
"ComputerGroup","UpdateServer","Id","FullDomainName","IPAddress","Make","Model","BiosInfo","OSInfo","OSArchitecture","ClientVersion","OSFamily","OSDescription","ComputerRole","LastSyncTime","LastSyncResult","LastReportedStatusTime","LastReportedInventoryTime","RequestedTargetGroupName","RequestedTargetGroupNames","ComputerTargetGroupIds","ParentServerId","SyncsFromDownstreamServer"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","4f0d8254-80a4-4f7d-95f5-df8211c1aff2","dlp-enforce.deltabank.co.yu","10.35.45.93","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.17099","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 01:42:04","Succeeded","03.07.2017 01:42:05","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","6b6d1eb5-14fa-406f-a876-7e3f49015f65","acs_pix.deltabank.co.yu","10.35.5.100","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 07:03:48","Succeeded","03.07.2017 07:13:01","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","67647d82-9110-46f1-b26e-933886056821","acs1.deltabank.co.yu","10.35.5.101","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","02.07.2017 22:30:26","Succeeded","02.07.2017 22:30:29","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","10933009-e5ec-4c7a-bf5f-5ae4df345f81","wcs.deltabank.co.yu","10.35.5.16","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 03:50:18","Succeeded","03.07.2017 03:59:12","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","2c0c000f-5a61-4e58-a780-9ee1bb5a2167","bi-report1.deltabank.co.yu","10.34.2.158","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 05:46:18","Succeeded","03.07.2017 05:48:09","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","7918bff4-95af-4ac0-af74-b28348ff187e","dbaf1.deltabank.co.yu","10.34.2.75","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 01:44:35","Succeeded","03.07.2017 01:56:38","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","74b67d45-85d7-4ea1-8c97-0b5a0f439cd8","pp_nlb11.deltabank.co.yu","10.34.2.194","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","02.07.2017 23:20:05","Succeeded","02.07.2017 23:53:45","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","79f386a9-7af1-4212-ad06-5d458dca55d3","srvc-noncore-01.deltabank.co.yu","10.35.45.37","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:30:12","Succeeded","02.07.2017 22:30:14","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a7429685-b88b-4cc9-ab44-c3657d7621e1","lync13-edge.bancaintesa.rs","10.15.6.159","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 11:53:14","Succeeded","03.07.2017 12:01:25","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","7842563b-03f9-4525-8bba-305c7fc5759d","directdebit","10.15.15.22","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 05:09:49","Succeeded","03.07.2017 05:23:54","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","59111208-d1da-4ab6-a4cf-dc2d2563e74a","bi2-node1.deltabank.co.yu","10.34.2.128","IBM","System x3850 X5 -[7143YTS]-","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","02.07.2017 22:24:31","Succeeded","02.07.2017 22:31:56","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","40a38757-392e-4c9e-b0f5-ecdc8768ac05","dmz-app-01","10.15.1.81","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18628","Windows","Windows 6.3","Server","03.07.2017 09:46:27","Succeeded","03.07.2017 09:54:32","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","dcac6ef6-42c8-4910-bd18-b9954a4c6f00","obr-mas-16.deltabank.co.yu","10.35.131.61","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","02.07.2017 23:00:04","Succeeded","02.07.2017 23:50:18","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","8919662b-0101-4c7d-9030-039a29b5b358","leasing1.deltabank.co.yu","10.34.2.90","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 05:52:45","Succeeded","03.07.2017 06:01:28","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","0ddb1e60-14d3-4a7f-8653-24cdc6e781fa","dc-parma-01.deltabank.co.yu","10.34.2.11","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","02.07.2017 22:32:11","Succeeded","02.07.2017 22:32:14","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","54ff4634-0b54-412b-874e-2ffa118dd796","mtscobrand","10.15.1.158","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Enterprise Edition","Server","02.07.2017 23:32:24","Succeeded","02.07.2017 23:52:24","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","3f17fa7b-83aa-4a2d-947e-76956d988341","se-pa-conndmz","10.15.1.75","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23735","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 21:29:00","Succeeded","02.07.2017 21:42:26","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","866122ea-5578-4824-bafa-185d63e58d95","wu-test-01","10.15.1.73","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","02.07.2017 23:32:21","Succeeded","03.07.2017 00:19:42","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","d733d28e-478c-49b6-907e-17547de1efee","bibco-node1.deltabank.co.yu","10.35.70.84","IBM","Flex System x240 Compute Node -[8737WSA]-","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 11:59:40","Succeeded","03.07.2017 12:08:07","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","06ae4b3e-bd5c-498c-bf67-bc82a65b1eeb","se-bg-con3.deltabank.co.yu","10.35.221.75","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 09:35:02","Succeeded","03.07.2017 09:43:38","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","cd5094c5-2089-422f-a92e-696d76910c5a","spsnlb1.deltabank.co.yu","10.35.45.251","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","02.07.2017 21:26:20","Succeeded","02.07.2017 22:24:26","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","0996e9c4-1037-4a80-a2ee-80a09a254ffe","fxservice1","10.15.1.241","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 01:51:43","Succeeded","03.07.2017 02:04:20","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","8d9356d1-76e8-4a50-bf60-703fb4300798","weblade2","10.15.1.231","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Web Edition","Server","03.07.2017 01:48:24","Succeeded","03.07.2017 02:02:26","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","4ad223e6-6ae9-4f3a-8a8d-ca85d42f464b","bi-node1.deltabank.co.yu","10.34.2.61","Cisco Systems Inc","UCSB-B420-M3","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","02.07.2017 22:20:08","Succeeded","02.07.2017 22:28:59","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","78df71fb-82b3-4952-9b09-5f8c31048f73","dcebank81.ebank.delta","10.0.0.50","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 07:28:17","Succeeded","03.07.2017 07:35:43","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","e12dc8f1-cf96-4ac2-a27c-7e050da6c4ce","librasrv.deltabank.co.yu","10.34.2.20","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","30.06.2017 18:24:12","Succeeded","30.06.2017 18:39:16","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","d3444ced-7bce-4a4b-ac0c-2c48313eea76","bibco-sc1.deltabank.co.yu","10.35.70.90","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","02.07.2017 21:30:51","Succeeded","02.07.2017 22:27:38","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","e681f3ba-fee4-4e82-9fed-33f9088872a3","issfo-app1.deltabank.co.yu","10.35.70.91","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 01:02:41","Succeeded","03.07.2017 01:10:45","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","2531466e-b7b8-4dff-b807-8ce1b517ebde","dev-bibcoiss.deltabank.co.yu","10.35.153.62","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","02.07.2017 22:32:51","Succeeded","02.07.2017 22:32:53","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","62504abe-8472-4ba5-a495-a1229e1e5d5f","www-app-01","10.15.1.10","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18628","Windows","Windows 6.3","Server","02.07.2017 17:20:35","Succeeded","02.07.2017 17:28:40","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","e9966c55-3c0e-459f-8403-5557198fcedc","juniper-fs","10.15.15.33","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.17185","Windows","Windows Server 2003 Standard x64 Edition","Server","02.07.2017 18:54:04","Succeeded","02.07.2017 18:54:05","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","c4fffe1f-cc50-481f-bf2f-5fce2d706b54","arhpp.deltabank.co.yu","10.34.2.117","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 04:31:00","Succeeded","03.07.2017 04:39:06","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","7440cb7f-c98e-4ce3-88f1-62ec7c78ec6a","appweb1.deltabank.co.yu","10.34.2.54","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 07:46:06","Succeeded","03.07.2017 07:54:10","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","f9374538-0bdf-41b6-8a20-6c13d0c175a9","hobitdb.deltabank.co.yu","10.34.2.110","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 03:48:09","Succeeded","03.07.2017 03:56:24","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","ed10c656-7665-4c04-a210-4bf5cb11e64b","ppap-node21.deltabank.co.yu","10.34.2.68","Cisco Systems Inc","UCSB-B200-M3","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Enterprise Edition","Server","03.07.2017 02:40:28","Succeeded","03.07.2017 02:43:11","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a142be17-076c-4280-98d1-5737a9b0b56f","bgd-13-prn-01.deltabank.co.yu","10.34.34.218","Acer","Veriton X4110G","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 02:26:03","Succeeded","03.07.2017 02:34:08","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","9ea0c53e-c272-4e90-8e07-25883fa43d67","wb6.deltabank.co.yu","10.34.2.55","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 02:23:02","Succeeded","03.07.2017 02:31:08","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a60a0325-42d2-4b49-a5f0-fe8026750681","nice-ntr.deltabank.co.yu","10.35.60.15","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18145","Windows","Windows 6.3","Server","03.07.2017 01:25:03","Succeeded","03.07.2017 01:33:14","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","eb9b328a-9aa1-49d2-9c82-c0c2fddd0252","tfssql.deltabank.co.yu","10.35.45.135","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","02.07.2017 22:21:03","Succeeded","02.07.2017 22:29:11","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","dcf26904-6a4d-48f9-888a-b8007201a297","iam12-app.deltabank.co.yu","10.34.2.111","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.17185","Windows","Windows Server 2003 Standard x64 Edition","Server","02.07.2017 22:27:24","Succeeded","02.07.2017 22:27:26","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","3d41adfd-0fb0-4346-9e7c-f23fb8c4bb60","adfsnlb1.deltabank.co.yu","10.35.45.30","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 11:32:25","Succeeded","03.07.2017 11:40:46","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","525569a1-4857-4e93-a413-7332bcd1a044","edms.deltabank.co.yu","10.34.2.166","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18628","Windows","Windows 6.3","Server","03.07.2017 00:02:22","Succeeded","03.07.2017 00:10:42","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","504b44e5-d7f9-474b-9516-992d3c570b14","ubs-kib","10.15.15.60","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.17415","Windows","Windows 6.3","Server","28.02.2017 07:45:03","Succeeded","28.02.2017 07:57:23","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","dd8986ad-f9e9-47bb-b732-be80e50c1cdb","foglight12.deltabank.co.yu","10.34.2.180","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","02.07.2017 21:31:01","Succeeded","02.07.2017 22:24:23","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
